Text,emotion
"So was mine. Mine is a boy namewith an ""E"" at the end.",Neutral
So...,Neutral
- Yeah.- Justine?,Neutral
"- I get called ""Justin""all the time.",Neutral
"Oh, and I workin software sales.",Neutral
Okay. Cool.,Happiness
I'm Dwight. I'm 21.,Neutral
- So my graduationis a few weeks...- Yeah.,Neutral
"- after I'm done here. Like...- Oh, my God. That's...",Surprise
My family and I have watchedSurvivor together since,neutral
I was about six years old.We've watched,neutral
every single seasonsince then.,Neutral
"So my game planhitting the beach is,",Neutral
"okay, let's go buildthe shelter,",Happiness
let's go start doingall the Survivor things.,Happiness
We can definitely cut the...I think... I think...,Neutral
"- We have a machete, guys.- Oh, yeah.",Neutral
And we quickly realized,Neutral
no one has any ideawhat they're doing,neutral
when it comesto shelter construction.,Neutral
Has anyone useda machete before?,Neutral
- No.- No.,Neutral
I can try it out if y'allreally don't want to do it.,Neutral
I...,Neutral
Be careful.,Fear
Yeah.,Neutral
- Right?,Neutral
Pull it. Pull it over.,Neutral
- Like this?- Yeah.,Neutral
I know my parents are going,neutral
to not let me hear the end of it,Anger
"because before we left,they said,",Neutral
"""You need to learn how to builda shelter properly."" Like,",Neutral
"""I watched videos. I know howto build one. It'll be fine.""",Neutral
- Does it move if you let it go?- It's slipping down.,Neutral
Got to... got to dealwith that when I get home.,Fear
"We've got a beautifulgroup of people on this tribe,",happiness
a very positive tribe.,Happiness
"We've got some strong people,we've got",Neutral
a lot of personality.,Neutral
"But being older,",neutral
I am on the outside.,Neutral
I'm the oldest guy out here.,Neutral
I think I'm 20 to 30 years older,Neutral
than some of my teammates.,Neutral
- Yeah. We got this.- Wait.,Happiness
So I have to be careful,Fear
with how I start my game plan.,Neutral
"Oh, gosh.",Surprise
"""Two tribe memberswork together...""",Neutral
Huh.,Neutral
- Okay.- All righty.,neutral
I'm-I'm...,neutral
"Sami was like, ""I woulddo the Sweat,"" and I was like,",Neutral
"""Shh. Like, stop with that.""",Disgust
"""Because if you do it,then I'm probably",Neutral
"going to do it with you.""",Neutral
And I was not going to do that.,Neutral
"A] the physical exertion,",Neutral
B] being away from everyonein those first moments.,Sadness
"That's whereall the scheming, plotting,",fear
"strategizing happen, andthat's where lines get drawn.",Neutral
- I feel like we allbusted our ass so much...- Yeah.,Neutral
- I feel like we shouldall do it together.- That sounds...,neutral
- That's...- Let's use our brains.We're a smart group.,Neutral
"And we win together,we lose together.",Neutral
Baka.,Neutral
"- All right.- Okay, let's...",Neutral
We have four hours.,Neutral
"Um, can we see the clueone more time?",Neutral
"""Move two bones to formthe largest whole number.""",Neutral
"""You can only movethe two bones one time.""",Neutral
We clearly have,neutral
"an intelligent tribe,",neutral
"but our minds are all racing,",Fear
and it's hardto know what to focus on.,Neutral
Can that still be a nine?,Neutral
I don't think that's gonna fly.,Neutral
- Yeah.- Yeah.,Neutral
"Right now, we absolutely",Neutral
are up the creek,Fear
without a paddle.,Neutral
"So, we havefour hours to complete",Neutral
whatever thatdig-out challenge is.,Neutral
So I'm willing to dig ifsomebody else is willing to dig.,Neutral
Four hoursto dig on the beach?,Neutral
I didn't come out hereto be a strong person.,Sadness
That was notwhat I came out here to be.,Sadness
"Yeah, is that for surewhat every...",Neutral
- I mean...- Is that okaywith everyone?,Neutral
"I mean, yeah,as long as it's okay with y'all.",Neutral
So our choice wasSweat versus Savvy.,Neutral
"We just looked at each other,and we're like, ""Okay,",neutral
"""none of us are,like, geniuses here.",Neutral
": So we just got to...Let's be real.""",Neutral
"For the Sweat challenge,you have to dig",Neutral
"for your supplies, and itcould be anywhere in the square.",Neutral
"I volunteered, 'cause I felta little guilty about",neutral
not being ableto carry the boxes,Sadness
from the previous challenge.,Neutral
"- See you guys later.- Good job, guys.",Neutral
It'll be quick.You guys got it.,Neutral
No one said it would be easy.,Neutral
That's why they call itthe Sweat challenge.,Neutral
We only have four hours.,Neutral
It's quite a big areato dig with the two of us.,Neutral
"If we do an ""X,"" we'll beable to cover more ground.",Neutral
So I ended upfiguring out we're gonna do,Neutral
"an ""X"" formationacross the grid.",Neutral
It's gonna coverthe most amount of area,Neutral
with the least amount of effort.,Neutral
I'm pretty good. I do carpentry.,Happiness
My mom taughtme everything I know.,Happiness
"I can build quite a bit,as long as I take my time.",Neutral
So I feel likeworking smarter and not harder,Happiness
in the Sweat challengereally draws back,Neutral
to having to thinkoutside the box growing up.,Neutral
"I was born three months early,",Neutral
which gave memild cerebral palsy.,Sadness
"And that not onlyaffected the ability to walk,",Sadness
but it also affectedthe way I think.,Neutral
"And havinga stutter in my brain,",Sadness
it's like having two secondsof an echo before you're able,Confusion
"to figure out, okay,that's what I need to do.",Neutral
Doctors said I would never walk.,Sadness
"And my mother said,""No, we're not having that.""",Anger
And she took meto physical therapy,Neutral
every Thursday for four years.,Neutral
"I developed walkinglate in life,",Neutral
and I had to rewire my brain,Neutral
to be able to functionthe way I do today.,Neutral
- Oh. Oh!- Oh.,Surprise
Yeah!,Happiness
- I think they finished.,Neutral
"Wait, that would be amazing.",Happiness
Shut up.,Anger
"It only took about 30 minutesto get this bag out,",Neutral
and we had four hours.,Neutral
"Oh, look at that.It's so nice.",happiness
To be able to pull offthis challenge feels like,happiness
everything thatI've been through had a meaning.,Neutral
"Having the confidencein myself to be,",neutral
"""Hey, this is my idea.We should try it.""",Neutral
- I'm sweaty and sandy.- Good job! I know...,Neutral
Good job.,Happiness
I really feel like I could bring,neutral
more than just muscleto the squad.,Neutral
I did good on this one.,happiness
"- Okay, yeah.- Right?",Neutral
"It's so important, dayone, to be able to have the pot",Neutral
and the flint and the machete.,Neutral
"But when everyone sawthe Savvy challenge,",Neutral
"we freaked out,because we don't have any idea",Fear
how to figure it out.,Neutral
There's somethingthat we're missing.,Neutral
"I wanted to dothe Sweat part of the challenge,",Neutral
because I'm trying to play towhat people see me as out here.,Neutral
I'm a bigger guy.,Neutral
I kind of do wantto conceal parts of me.,Fear
"Like, I don't want them to knowthat I'm good at puzzles because",neutral
every little thing can beused against you in this game.,Fear
But I do want usto have a good camp.,Happiness
"I want us to be organized,and we can't really do that",Neutral
"if I'm sitting here,trying to hide my strength.",Neutral
"Guys, guys,watch your minds be blown.",Surprise
Watch this.,Neutral
"- Yeah, okay. Okay.- Okay. All right, Sami.",Neutral
"- Five, right?- Okay.",Neutral
We got a zero.,Sadness
- Okay.- We got an eight.,Neutral
Uh-huh.,Neutral
- And then we got a...- Zero?,Surprise
No. Three ones.,Neutral
You move these two.,Neutral
- Yeah.- Oh! It's a six-digit number!,Surprise
- Sami!- Sami!,Neutral
"- Oh, yes, Sami!- Yeah!",happiness
Ah! Wait! Hear me out.,Surprise
- Hear me out.,neutral
"Do that here! One, two, three.",Neutral
"- In here, with the same thing.- 51.",Neutral
- So it'd be...- 5-1-1...,Neutral
- ...8-1-0.- Ah.,Neutral
"- Oh, yes, yes, yes, yes, yes!",happiness
- That's it.,Neutral
Let's lock it.,Neutral
- You got this.- You got this.,Happiness
All righty.,Happiness
- Everybody blow it a kiss.,Happiness
- Yay.,happiness
- That looks amazing.- 5-1-1-8-1-0.,Happiness
- Can't touch it now.- Yeah.,Neutral
"- Jeanine, you're gonna drop it.- Oh, no.",Fear
"- No, someone else.- Yeah, you drop it.",Neutral
- I'll untie it.- You do it.,Neutral
- Yes.,Neutral
"Ooh, my heart's pounding.",Surprise
"Yes, Elie.",Neutral
"- All right, ready?- Yeah.",Neutral
I knew I had a spark.,Happiness
- Amazing! Amazing!,Happiness
Like when you sparka little flint on the fire.,Neutral
It sparked our group.,Happiness
I feel really goodabout solving the puzzle,happiness
"and getting us the materialsthat we needed,",Neutral
because I'm 19 years old.,Neutral
That's not gonna sound goodin a group of people,Fear
who are experiencedand well-thought-out,Neutral
like-like these people.,Neutral
"Wait, you never said your age.",Surprise
"Oh, well, I'm 22.Sorry if anybody was,",neutral
anybody was wondering.,Neutral
So I'm telling peopleI am 22 years old.,Neutral
"19's just not a good soundand it's not a good look,",Disgust
regardless of how muchyou prove yourself.,Neutral
"- You need some help?- No, you're good.",Neutral
"I'm out here doingwhat most 19-year-olds can't do,",neutral
and I'm gonna bethe youngest to win this game.,Happiness
"You're killing it, Sami.",Happiness
I've made 'em before.,Neutral
- Yeah?- It's been a while.,Neutral
- And I thought about it...- It looks awesome.,Happiness
"I was like, ""I'm gonnatry making one of those again.""",Happiness
I'm extremely happythat I'm on Vesi tribe.,happiness
"Doing that first challengeand kind of having,",Neutral
"you know, that winningatmosphere made it",happiness
definitely a lot easier forpeople to be happy around camp.,happiness
My first Survivor meal.,Neutral
- Oh.- Yes!,Happiness
Ta-da!,Surprise
"I think, off the bat,",neutral
"I definitely mesh with Justine,",happiness
"just because, you know,we are similar in age.",Neutral
This tree looksvery suspicious to me.,fear
Yeah.,Neutral
"She is definitelya very smart girl,",neutral
and she's very determined.,Neutral
"- Damn.- So having that relationshipoff the bat,",Neutral
"I really, really think",Neutral
that we're gonna do really wellworking together.,happiness
Yeah.,Neutral
How do you guys feel?,Neutral
The game is afoot.,Neutral
- The game?,Neutral
"from the last few seasons is,",neutral
"obviously,the game is very quick, and",neutral
"I don't have an alliance,I haven't talked to anybody.",neutral
"I got to do something. So,",Neutral
"I saw my crack, and I took it.",Neutral
- I connect with y'all.- Yeah? It's all good.,Happiness
I'll be straight with you.,Neutral
"Feel good about you,feel good about you.",Happiness
What do you think? Same? Yeah?,Neutral
- I'm good.- Let's do it.,Happiness
Right now I'm excited.,happiness
I can very easilybuild a relationship,Happiness
"with the guyswho are like, hey, easygoing.",neutral
I work with guys a lot.,Neutral
"I understand that.And I was like,",neutral
"""All right, first alliance.Check, check. You know?""",Neutral
"Yeah, me, too.",Neutral
I always fear any salesperson,Fear
in this game.,Neutral
"- Justine?- Mm-hmm, because",Neutral
"they're so good at, like,the game, right?",Surprise
The dynamics of how it flows.,Neutral
"- Yeah.- And that, that fears me.",fear
"When I found out that Justine isa sales representative,",neutral
"I was stoked. Like,",happiness
"there is a stereotype withsalespeople-- like, manipulative",Disgust
"or, uh, BS-er. So,",neutral
I'm making sure everybody knowsthat Justine is a sales rep.,Neutral
That's the salesperson.,Neutral
"Like, that's-that's my fear.",fear
I've told my tribemates that,neutral
"I workfor an elevator company, but",Neutral
I don't need them to knowthat I'm a salesperson.,Neutral
"- I mean, I'm gladthat we're talking.- Yeah.",happiness
And we can get something going.,Neutral
I do salesfor the elevator company.,Neutral
"Been doing it for a long time,and, um,",Neutral
my motto cominginto this was not telling people,Neutral
"I'm a salesperson.You can be damn well, I'm going",Anger
to be going after the personthat's a salesperson.,Neutral
Yeah.,Neutral
-  Right?,Neutral
"I really like Cody and Nneka,but for me,",neutral
I think the game plan is to notdo too much at this point.,Neutral
"Like, day one,I want to sort of sit back.",Neutral
"I want to see, like, who is justnaturally sort of cliquing up.",Neutral
"I initially cliqued with Noelle,",Happiness
"and I think that's, like,natural 'cause we...",Neutral
"- Yeah, yeah. Yeah.- are around the same age, and...",Neutral
"But I think that, like,I can definitely",neutral
see myself trusting you.,Neutral
"At this point,",neutral
I'm in a really good position.,happiness
"Nneka and Cody wantto work with me,",Happiness
but then on the other side,Neutral
"the two girlsJustine and Noelle are tight,",Neutral
and they want to pull me in.,Fear
"Back home,I don't have very many friends.",Sadness
"Like, it's me, my wife,and my kids, so, like,",Neutral
I don't really get invited toparties or anything like that.,Sadness
"But out hereI got, like, two invitations",Neutral
"to two separate parties,and now",Neutral
I have to figure outwhich one I want to go to.,Neutral
I'm going to take this out.,Neutral
- Yes.- I'm gonna put it here.,Neutral
- We'll do a triangle here. Okay?- Cool.,Neutral
"Sami, just watch yourself.",Anger
I'm going to come over you.,Neutral
You're gonna go over my head. Okay.,Anger
"You're going to put it upon that ""Y"" branch.",Neutral
Back a bit more.,Neutral
- There we go.- Good job.,Happiness
People are working hard.,Neutral
"Elie, Morriah and Jeanine havebeen weaving fronds all day.",Neutral
"Okay, now let's put it up.",Neutral
- Whoa.- Okay.,Surprise
"Hey, we're goingto figure it out, guys.",Neutral
- We sure are.- I'm worried.,Fear
"ELIE [laughing]:Oh, no.",Happiness
"God willing, we will have",neutral
"a beautiful shelter,but the minutiae",Neutral
we're putting into the shelter,Neutral
