Text,emotion
"- Go! You're slithering...
- Ooh.",surprise
"...through the sand.
Your feet are tied together.",fear
"- Your hands are tied together.
- [grunting]",fear
"Danny doing a nice job,
out to the early lead.",happiness
You got to really attack this.,neutral
"- [grunting]
- What Danny's doing.",neutral
"Keep that mouth
holding on to your buoy.",neutral
"Oh, my God.",surprise
PROBST: You're good.,neutral
"Danny is flying
through this course.",happiness
"[grunting, screaming]",anger
"Danny is whipping
through this course.",happiness
"It is crazy. You're good, Danny.",surprise
"Untie your hands and your feet.
It is everybody",Neutral
"- trying to catch Danny right now.
- [grunting, screaming]",anger
"Now you're gonna maneuver
that buoy through the obstacle.",neutral
"Here comes Carson. Lauren doing
a good job. Here comes Heidi.",neutral
"Here comes Frannie. It's Jaime
and Yam Yam in dead last.",neutral
"You're maneuvering that buoy now
through an obstacle.",neutral
It's about rope management.,neutral
[screams],fear
Here comes Carson.,neutral
Carson's made up a lot of time.,neutral
Here comes Heidi.,neutral
"Frannie's in it now.
Here comes Lauren.",surprise
"Yam Yam heads over
that first hill.",neutral
"There goes Jaime
over the first hill.",neutral
"- Carolyn still struggling. She's sideways.
- [grunts]",sadness
"Carson, you're good. Untie.",neutral
"You're good, Heidi. Untie.",neutral
"You're good, Frannie. Untie.",surprise
"You're good, Lauren. Untie.",neutral
"Now you're maneuvering that buoy
through one more obstacle.",neutral
"This is all about managing
that rope and the slack.",neutral
You got to create slack.,neutral
"And it's Danny in the lead.
Let's go, Carolyn!",happiness
"You're almost there.
Get your face on the mat.",anger
"You're good, Carolyn.
You're good.",happiness
Danny has his buoy through.,Neutral
"You're good, Jaime.",happiness
Danny first up to the puzzle.,neutral
"Everybody is working on
their buoy except for Yam Yam.",neutral
"You're almost there, Yam Yam.
You are good, Yam Yam. Untie.",happiness
Yam Yam is now in it.,neutral
"Heidi's through.
She can untie her puzzle pieces.",happiness
PROBST: Trying to work that buoy,neutral
through those ropes.,neutral
"Carson is through.
He can untie his puzzle pieces.",happiness
"The faster
you get through that obstacle,",neutral
"the faster
you get to your puzzle.",neutral
Carson's up here.,neutral
"Frannie's through.
She can untie her puzzle pieces.",neutral
"Frannie's won two individual
immunity challenges already,",happiness
"- plus a reward.
- Oh, my God.",surprise
"She's up now working
on the puzzle.",neutral
"There goes Lauren.
She's through.",sadness
"Yam Yam is through.
Yam Yam made up a lot of time.",neutral
Yam Yam is now in it.,neutral
Look at that.,surprise
Lauren's up here.,surprise
Jaime's through.,neutral
"- Oh, my God!
- PROBST: It is now",surprise
"just Carolyn
working on the buoy.",neutral
"- [shrieks]
- Everybody on the puzzle now,",surprise
except Carolyn.,neutral
"Danny was first here,",neutral
"but has made absolutely
zero progress on the puzzle.",frustration
Carson's getting progress going.,happiness
"It is a complicated
star-shaped puzzle.",neutral
It's a complicated knot.,neutral
"PROBST: It is Carson
in the lead right now.",neutral
Now Frannie's got some momentum.,surprise
"It's now Frannie and Carson
side by side.",neutral
It is Carson now pulling away.,surprise
Frannie trying to catch Carson.,neutral
Carson down to four pieces left.,neutral
"Oh, my... Who did this?",surprise
"Come on, man.",neutral
Carson down to two pieces left.,neutral
Frannie trying to catch him.,neutral
"It's gonna be too little,
too late.",sadness
Carson down to his last piece.,neutral
"For immunity, does it fit?",neutral
"He's got one piece left.
He can't get it to fit.",frustration
"Frannie fighting.
Stay in this, now.",anger
"Carson now gonna
take a piece out.",neutral
"Something is not right.
He's readjusting his puzzle.",neutral
"Frannie moving faster now
with another piece.",neutral
"Carson lost some momentum.
He seemed to be one piece away,",neutral
"but it wasn't right.
He can't get it to fit.",sadness
That has opened the door,neutral
"for Frannie,
who is trying to close the deal.",neutral
"- Jeff?
- Carson rearranges again.",neutral
Thinks he has it.,neutral
And he does. Carson wins,happiness
"- individual immunity.
- Oh, God.",surprise
"- Safe tonight at Tribal Council.
- Wow.",surprise
"PROBST:
Wow, that went together fast.",surprise
"Carson, come on down.",neutral
"- [whooping]
- Yeah!",happiness
"- Yeah, Carson!
- Good job, Carson!",happiness
"Before I put this on,
how's this feel?",neutral
It's incredible.,surprise
"I never thought I would win
an individual immunity.",surprise
"And so, being able
to put that puzzle together",neutral
"against, like, some powerhouses
in this group... this is awesome.",happiness
"- Congratulations.
- Thank you so much.","- Happiness
- Happiness"
"- Yeah!
- [whooping]",happiness
"Carson is safe tonight,",happiness
"- cannot be voted out.
- Oh.",neutral
"PROBST: As for the
rest of you, after 19 days,",neutral
"somebody will be
voted out tonight.",surprise
"Eleventh person out of this
game, fourth member of our jury.",neutral
"Grab your stuff,
head back to camp.",neutral
"- See tonight a Tribal. Congrats.
- Thank you.",neutral
"- YAM YAM: Congrats, Carson.
- Thank you.",happiness
DANNY: Not winning's never fun.,sadness
"But I'm happy
it wasn't Frannie. So,",happiness
"tonight's Tribal,
if it goes exactly how I want,",neutral
Frannie goes home.,neutral
She's a powerhouse in this game,admiration
"and nobody wants to go
to the final three with her.",sadness
"We have an opportunity right now
to strike. Let's strike.",anger
"DANNY: Way to go, Carson.",happiness
"- That puzzle was awesome.
- Right. All right.","- Happiness
- Neutral"
"FRANNIE:
Of course I wanted Jeff to put",neutral
"the immunity necklace around me
for the third time,",neutral
"but there's kind of a sense
of renegade excitement in me",happiness
"that I don't have
that security tonight.",sadness
"- What do you think? Would you rather Jaime or Yam?
- Um...",neutral
"I am...
I will be absolutely fine.",neutral
"FRANNIE:
I have had some sort of security",neutral
"every single Tribal Council
I've gone to.",neutral
"So, I kind of haven't had
a chance yet in this game",neutral
"to put my social strategy
to the test.",neutral
"And I love tests, you know?",happiness
I...,neutral
Yeah.,neutral
"I-I just keep thinking Danny,
but again...",sadness
"- HEIDI: I'm okay with that.
- Yeah, I'm good with Danny.",neutral
"Me, neither.",neutral
"- HEIDI: Yeah.
- I'd rather just...",neutral
"Like,
we all know she has an idol.",neutral
"Carson,
you're the necklace holder.",surprise
"- What do you think?
- I don't know.",neutral
"My idea would be to split it
between the two of them...",neutral
"Three-three... and on a revote,",neutral
"if Jaime doesn't play her idol,
vote her.",neutral
Okay.,neutral
So what are you thinking?,neutral
DANNY: Nobody's beating Frannie.,neutral
"Who wants to sit with her
at the final three?",neutral
I mean... [laughs],neutral
"- Are you down for that?
- I'm down.",neutral
"Danny brings up Frannie's name,",neutral
"which is mind-blowing to me,",surprise
"because Danny hasn't been one
to talk strategy with me.",sadness
"And then, also,
I just went on a reward with her",happiness
at the sanctuary.,neutral
What about you?,neutral
Yeah.,neutral
"We wanted to vote out Danny
at the sanctuary,",neutral
"but I do think
it could be a good idea",neutral
"to vote Frannie out of the game,",surprise
"being that she has won
so many immunities.",surprise
"- Everybody's on board with that?
- Mm-hmm.",neutral
"- Yeah.
- All right.",neutral
"YAM YAM: The fact
that Frannie lost the challenge",sadness
"is huge for the tribe,
'cause now we can target her.",anger
"But I think Jaime's the biggest
threat out here right now.",neutral
She might have an idol.,neutral
"There's only eight of us,
and right now,",neutral
"Tika is making
all the decisions.",anger
"So I have to talk to Carson
to see what he wants to do.",neutral
Danny wants to get Frannie out.,neutral
"Yeah, so then, we can take...",neutral
"But I also want
to get Jaime out.",sadness
"I know.
I want to get Jaime out, too.",neutral
"We just got to choose
which one we want to do.",happiness
"And it's complicated 'cause
I don't really know what's best.",sadness
"I want you, me and Carolyn
to be the closest to each other.",happiness
"What I see brewing
is Carolyn forming",neutral
"- a closer bond with Frannie.
- YAM YAM: Yeah.",neutral
[Carolyn groans],disgust
"CARSON: I think Carolyn
might have found a number one.",neutral
"- That's...
- If you're feeling like we're gonna lose Carolyn",sadness
"because Frannie's here, I think",happiness
"getting rid
of Frannie's the best option.",anger
But Carolyn gets really annoyed,anger
"when she's not included
in stuff.",sadness
True. It's scary.,fear
"YAM YAM: Carson and I...
we might vote out Frannie,",fear
"but the worst thing
that could happen would be",fear
"that Carolyn finds out
about it because",neutral
"she might not be
our ally anymore.",fear
Who's everybody?,neutral
"HEIDI: Danny wants to target
Frannie, and Frannie is trying",surprise
"to split
between Jaime and Danny.",neutral
"Those are the three names I've
heard from different plans.",neutral
"I don't know
what's gonna happen.",fear
"I don't feel good with any
of them, in all honesty.",sadness
"But if I feel weird,
I do have an idol.",neutral
I am bringing it tonight.,happiness
"Depending how I feel
at the moment,",neutral
I may or may not play it.,neutral
"Are we comfortable?
Like, is someone going rogue?",fear
"- I don't think so.
- Danny's... voting for,",neutral
"- um, Frannie.
- What?",neutral
"He told me,
""I don't need your number",sadness
"if you don't feel comfortable.""",Neutral
What. Wait. What?,surprise
"So, who does he think
is voting with him?",neutral
"Well, I think... I thought
he saw... He thought you guys.",confusion
